"","rodada","casa","placar","fora","ano"
"2625","35","SPO","0 x 1","FLA","2018"
"2626","35","AME","2 x 1","SAN","2018"
"2627","35","PAR","1 x 1","PAL","2018"
"2628","35","GRE","2 x 0","CHA","2018"
"2629","35","SAO","1 x 0","CRU","2018"
"2630","35","FLU","0 x 0","CEA","2018"
"2631","36","INT","1 x 2","ATL","2018"
"2632","36","SAN","1 x 1","BOT","2018"
"2633","36","CRU","3 x 0","VIT","2018"
"2634","36","ATH","1 x 0","COR","2018"
"2635","36","FLA","2 x 0","GRE","2018"
"2636","36","PAL","4 x 0","AME","2018"
"2637","36","VAS","2 x 0","SAO","2018"
"2638","36","CEA","1 x 0","PAR","2018"
"2639","36","CHA","2 x 1","SPO","2018"
"2640","36","BAH","2 x 0","FLU","2018"
"2641","37","SAN","3 x 2","ATL","2018"
"2642","37","CRU","0 x 2","FLA","2018"
"2643","37","VIT","0 x 0","GRE","2018"
"2644","37","VAS","0 x 1","PAL","2018"
"2645","37","ATH","2 x 2","CEA","2018"
"2646","37","AME","1 x 0","BAH","2018"
"2647","37","COR","0 x 0","CHA","2018"
"2648","37","INT","2 x 0","FLU","2018"
"2649","37","SAO","0 x 0","SPO","2018"
"2650","37","BOT","2 x 1","PAR","2018"
"2651","38","ATL","1 x 0","BOT","2018"
"2652","38","FLA","1 x 2","ATH","2018"
"2653","38","PAR","1 x 1","INT","2018"
"2654","38","CHA","1 x 0","SAO","2018"
"2655","38","BAH","0 x 0","CRU","2018"
"2656","38","FLU","1 x 0","AME","2018"
"2657","38","CEA","0 x 0","VAS","2018"
"2658","38","SPO","2 x 1","SAN","2018"
"2659","38","PAL","3 x 2","VIT","2018"
"2660","38","GRE","1 x 0","COR","2018"
"2661","1","SAO","2 x 0","BOT","2019"
"2662","1","ATL","2 x 1","AVA","2019"
"2663","1","CHA","2 x 0","INT","2019"
"2664","1","FLA","3 x 1","CRU","2019"
"2665","1","GRE","1 x 2","SAN","2019"
"2666","1","CEA","4 x 0","CSA","2019"
"2667","1","BAH","3 x 2","COR","2019"
"2668","1","ATH","4 x 1","VAS","2019"
"2669","1","PAL","4 x 0","FOR","2019"
"2670","1","FLU","0 x 1","GOI","2019"
"2671","2","COR","1 x 0","CHA","2019"
"2672","2","CSA","1 x 1","PAL","2019"
"2673","2","INT","2 x 1","FLA","2019"
"2674","2","CRU","1 x 0","CEA","2019"
"2675","2","AVA","1 x 1","GRE","2019"
"2676","2","FOR","2 x 1","ATH","2019"
"2677","2","VAS","1 x 2","ATL","2019"
"2678","2","GOI","1 x 2","SAO","2019"
"2679","2","SAN","2 x 1","FLU","2019"
"2680","2","BOT","3 x 2","BAH","2019"
"2681","3","VAS","1 x 1","COR","2019"
"2682","3","PAL","1 x 0","INT","2019"
"2683","3","CEA","1 x 2","ATL","2019"
"2684","3","CHA","1 x 1","ATH","2019"
"2685","3","SAO","1 x 1","FLA","2019"
"2686","3","CRU","2 x 1","GOI","2019"
"2687","3","BOT","1 x 0","FOR","2019"
"2688","3","CSA","0 x 0","SAN","2019"
"2689","3","BAH","1 x 0","AVA","2019"
"2690","3","GRE","4 x 5","FLU","2019"
"2691","4","FLU","0 x 1","BOT","2019"
"2692","4","COR","0 x 0","GRE","2019"
"2693","4","GOI","2 x 1","CEA","2019"
"2694","4","FLA","2 x 1","CHA","2019"
"2695","4","SAN","3 x 0","VAS","2019"
"2696","4","ATL","0 x 2","PAL","2019"
"2697","4","INT","3 x 1","CRU","2019"
"2698","4","FOR","0 x 1","SAO","2019"
"2699","4","AVA","0 x 0","CSA","2019"
"2700","4","ATH","1 x 0","BAH","2019"
"2701","5","FLU","4 x 1","CRU","2019"
"2702","5","ATL","2 x 1","FLA","2019"
"2703","5","PAL","4 x 0","SAN","2019"
"2704","5","SAO","0 x 0","BAH","2019"
"2705","5","ATH","0 x 2","COR","2019"
"2706","5","CHA","1 x 3","FOR","2019"
"2707","5","GOI","1 x 0","BOT","2019"
"2708","5","INT","2 x 0","CSA","2019"
"2709","5","VAS","1 x 1","AVA","2019"
"2710","5","CEA","2 x 1","GRE","2019"
"2711","6","BOT","0 x 1","PAL","2019"
"2712","6","GRE","1 x 0","ATL","2019"
"2713","6","SAN","0 x 0","INT","2019"
"2714","6","FLA","3 x 2","ATH","2019"
"2715","6","CRU","1 x 2","CHA","2019"
"2716","6","FOR","1 x 1","VAS","2019"
"2717","6","COR","1 x 0","SAO","2019"
"2718","6","BAH","3 x 2","FLU","2019"
"2719","6","AVA","1 x 2","CEA","2019"
"2720","6","CSA","1 x 0","GOI","2019"
"2721","7","FLA","2 x 0","FOR","2019"
"2722","7","BAH","1 x 0","GRE","2019"
"2723","7","BOT","1 x 0","VAS","2019"
"2724","7","ATH","3 x 0","FLU","2019"
"2725","7","CEA","0 x 1","SAN","2019"
"2726","7","SAO","1 x 1","CRU","2019"
"2727","7","INT","2 x 0","AVA","2019"
"2728","7","CHA","1 x 2","PAL","2019"
"2729","7","ATL","4 x 0","CSA","2019"
"2730","7","COR","2 x 0","GOI","2019"
"2731","8","VAS","2 x 1","INT","2019"
"2732","8","PAL","1 x 0","ATH","2019"
"2733","8","GRE","1 x 0","FOR","2019"
"2734","8","CRU","0 x 0","COR","2019"
"2735","8","CEA","0 x 0","BAH","2019"
"2736","8","AVA","0 x 0","SAO","2019"
"2737","8","SAN","3 x 1","ATL","2019"
"2738","8","FLU","0 x 0","FLA","2019"
"2739","8","CSA","1 x 2","BOT","2019"
"2740","8","GOI","3 x 1","CHA","2019"
"2741","9","BOT","0 x 1","GRE","2019"
"2742","9","FOR","2 x 1","CRU","2019"
"2743","9","SAN","1 x 0","COR","2019"
"2744","9","INT","3 x 1","BAH","2019"
"2745","9","CSA","0 x 2","FLA","2019"
"2746","9","VAS","1 x 0","CEA","2019"
"2747","9","PAL","2 x 0","AVA","2019"
"2748","9","CHA","1 x 1","FLU","2019"
"2749","9","GOI","2 x 1","ATH","2019"
"2750","9","ATL","1 x 1","SAO","2019"
"2751","10","GRE","2 x 1","VAS","2019"
"2752","10","FOR","2 x 0","AVA","2019"
"2753","10","BAH","0 x 1","SAN","2019"
"2754","10","SAO","1 x 1","PAL","2019"
"2755","10","FLA","6 x 1","GOI","2019"
"2756","10","CRU","0 x 0","BOT","2019"
"2757","10","COR","1 x 0","CSA","2019"
"2758","10","ATH","1 x 0","INT","2019"
"2759","10","CHA","1 x 2","ATL","2019"
"2760","10","FLU","1 x 1","CEA","2019"
"2761","11","VAS","2 x 1","FLU","2019"
"2762","11","BAH","0 x 0","CRU","2019"
"2763","11","INT","1 x 1","GRE","2019"
"2764","11","CEA","2 x 0","PAL","2019"
"2765","11","CSA","0 x 4","ATH","2019"
"2766","11","BOT","0 x 1","SAN","2019"
"2767","11","ATL","2 x 2","FOR","2019"
"2768","11","COR","1 x 1","FLA","2019"
"2769","11","AVA","0 x 0","GOI","2019"
"2770","11","SAO","4 x 0","CHA","2019"
"2771","12","PAL","1 x 1","VAS","2019"
"2772","12","FLU","1 x 2","SAO","2019"
"2773","12","CRU","0 x 2","ATH","2019"
"2774","12","INT","1 x 0","CEA","2019"
"2775","12","CHA","0 x 0","BAH","2019"
"2776","12","SAN","3 x 1","AVA","2019"
"2777","12","FLA","3 x 2","BOT","2019"
"2778","12","FOR","1 x 3","COR","2019"
"2779","12","GOI","0 x 0","ATL","2019"
"2780","12","CSA","0 x 0","GRE","2019"
"2781","13","CEA","2 x 1","FOR","2019"
"2782","13","FLU","2 x 1","INT","2019"
"2783","13","SAN","6 x 1","GOI","2019"
"2784","13","BAH","3 x 0","FLA","2019"
"2785","13","AVA","0 x 2","BOT","2019"
"2786","13","ATL","2 x 0","CRU","2019"
"2787","13","VAS","0 x 0","CSA","2019"
"2788","13","COR","1 x 1","PAL","2019"
"2789","13","GRE","3 x 3","CHA","2019"
"2790","13","ATH","0 x 1","SAO","2019"
"2791","14","CEA","4 x 1","CHA","2019"
"2792","14","SAO","3 x 2","SAN","2019"
"2793","14","FLA","3 x 1","GRE","2019"
"2794","14","ATL","2 x 1","FLU","2019"
"2795","14","INT","0 x 0","COR","2019"
"2796","14","PAL","2 x 2","BAH","2019"
"2797","14","BOT","2 x 1","ATH","2019"
"2798","14","AVA","2 x 2","CRU","2019"
"2799","14","GOI","0 x 1","VAS","2019"
"2800","14","CSA","0 x 2","FOR","2019"
"2801","15","FOR","0 x 1","INT","2019"
"2802","15","COR","2 x 0","BOT","2019"
"2803","15","VAS","1 x 4","FLA","2019"
"2804","15","ATH","1 x 0","ATL","2019"
"2805","15","GRE","1 x 1","PAL","2019"
"2806","15","BAH","1 x 1","GOI","2019"
"2807","15","FLU","0 x 1","CSA","2019"
"2808","15","SAO","1 x 0","CEA","2019"
"2809","15","CRU","2 x 0","SAN","2019"
"2810","15","CHA","1 x 0","AVA","2019"
"2811","16","ATL","0 x 1","BAH","2019"
"2812","16","GRE","2 x 1","ATH","2019"
"2813","16","SAN","3 x 3","FOR","2019"
"2814","16","VAS","2 x 0","SAO","2019"
"2815","16","GOI","2 x 1","INT","2019"
"2816","16","CEA","0 x 3","FLA","2019"
"2817","16","AVA","1 x 1","COR","2019"
"2818","16","CSA","1 x 1","CRU","2019"
"2819","16","BOT","0 x 0","CHA","2019"
"2820","16","PAL","3 x 0","FLU","2019"
"2821","17","SAO","0 x 0","GRE","2019"
"2822","17","BAH","1 x 0","CSA","2019"
"2823","17","CHA","0 x 1","SAN","2019"
"2824","17","ATH","1 x 0","CEA","2019"
"2825","17","INT","3 x 2","BOT","2019"
"2826","17","FOR","2 x 0","GOI","2019"
"2827","17","FLA","3 x 0","PAL","2019"
"2828","17","COR","1 x 0","ATL","2019"
"2829","17","CRU","1 x 0","VAS","2019"
"2830","17","FLU","0 x 1","AVA","2019"
"2831","18","COR","2 x 2","CEA","2019"
"2832","18","VAS","0 x 2","BAH","2019"
"2833","18","FOR","0 x 1","FLU","2019"
"2834","18","AVA","0 x 3","FLA","2019"
"2835","18","INT","1 x 0","SAO","2019"
"2836","18","GOI","1 x 2","PAL","2019"
"2837","18","CRU","1 x 4","GRE","2019"
"2838","18","BOT","2 x 1","ATL","2019"
"2839","18","SAN","1 x 1","ATH","2019"
"2840","18","CSA","2 x 0","CHA","2019"
"2841","19","FLA","1 x 0","SAN","2019"
"2842","19","PAL","1 x 0","CRU","2019"
"2843","19","CHA","1 x 2","VAS","2019"
"2844","19","CEA","0 x 0","BOT","2019"
"2845","19","ATL","1 x 3","INT","2019"
"2846","19","ATH","0 x 1","AVA","2019"
"2847","19","GRE","3 x 0","GOI","2019"
"2848","19","FLU","1 x 0","COR","2019"
"2849","19","BAH","1 x 1","FOR","2019"
"2850","19","SAO","1 x 1","CSA","2019"
"2851","20","BOT","1 x 2","SAO","2019"
"2852","20","CRU","1 x 2","FLA","2019"
"2853","20","COR","2 x 1","BAH","2019"
"2854","20","SAN","0 x 3","GRE","2019"
"2855","20","INT","1 x 0","CHA","2019"
"2856","20","VAS","1 x 1","ATH","2019"
"2857","20","CSA","1 x 0","CEA","2019"
"2858","20","FOR","0 x 1","PAL","2019"
"2859","20","GOI","3 x 0","FLU","2019"
"2860","20","AVA","1 x 0","ATL","2019"
"2861","21","CEA","0 x 0","CRU","2019"
"2862","21","BAH","2 x 0","BOT","2019"
"2863","21","SAO","0 x 1","GOI","2019"
"2864","21","FLA","3 x 1","INT","2019"
"2865","21","PAL","6 x 2","CSA","2019"
"2866","21","GRE","6 x 1","AVA","2019"
"2867","21","FLU","1 x 1","SAN","2019"
"2868","21","ATH","4 x 1","FOR","2019"
"2869","21","CHA","0 x 1","COR","2019"
"2870","21","ATL","1 x 2","VAS","2019"
"2871","22","FLA","0 x 0","SAO","2019"
"2872","22","COR","1 x 0","VAS","2019"
"2873","22","SAN","2 x 0","CSA","2019"
"2874","22","INT","1 x 1","PAL","2019"
"2875","22","FLU","2 x 1","GRE","2019"
"2876","22","ATL","2 x 1","CEA","2019"
"2877","22","ATH","1 x 1","CHA","2019"
"2878","22","GOI","1 x 0","CRU","2019"
"2879","22","FOR","1 x 0","BOT","2019"
"2880","22","AVA","0 x 2","BAH","2019"
"2881","23","SAO","2 x 1","FOR","2019"
"2882","23","VAS","0 x 1","SAN","2019"
"2883","23","BAH","1 x 2","ATH","2019"
"2884","23","GRE","0 x 0","COR","2019"
"2885","23","CRU","1 x 1","INT","2019"
"2886","23","CHA","0 x 1","FLA","2019"
"2887","23","CEA","0 x 1","GOI","2019"
"2888","23","PAL","1 x 1","ATL","2019"
"2889","23","BOT","0 x 1","FLU","2019"
"2890","23","CSA","3 x 1","AVA","2019"
"2891","24","BOT","3 x 1","GOI","2019"
"2892","24","CSA","1 x 0","INT","2019"
"2893","24","FOR","2 x 0","CHA","2019"
"2894","24","GRE","2 x 1","CEA","2019"
"2895","24","BAH","0 x 0","SAO","2019"
"2896","24","CRU","0 x 0","FLU","2019"
"2897","24","SAN","2 x 0","PAL","2019"
"2898","24","AVA","0 x 0","VAS","2019"
"2899","24","COR","2 x 2","ATH","2019"
"2900","24","FLA","3 x 1","ATL","2019"
"2901","25","GOI","1 x 0","CSA","2019"
"2902","25","FLU","2 x 0","BAH","2019"
"2903","25","PAL","1 x 0","BOT","2019"
"2904","25","INT","0 x 0","SAN","2019"
"2905","25","CEA","1 x 0","AVA","2019"
"2906","25","ATH","0 x 2","FLA","2019"
"2907","25","VAS","1 x 0","FOR","2019"
"2908","25","SAO","1 x 0","COR","2019"
"2909","25","ATL","1 x 4","GRE","2019"
"2910","25","CHA","1 x 1","CRU","2019"
"2911","26","CSA","2 x 2","ATL","2019"
"2912","26","GRE","0 x 1","BAH","2019"
"2913","26","FOR","1 x 2","FLA","2019"
"2914","26","CRU","1 x 0","SAO","2019"
"2915","26","PAL","1 x 0","CHA","2019"
"2916","26","GOI","2 x 2","COR","2019"
"2917","26","VAS","2 x 1","BOT","2019"
"2918","26","AVA","0 x 2","INT","2019"
"2919","26","SAN","2 x 1","CEA","2019"
"2920","26","FLU","1 x 2","ATH","2019"
"2921","27","FOR","2 x 1","GRE","2019"
"2922","27","COR","1 x 2","CRU","2019"
"2923","27","INT","0 x 1","VAS","2019"
"2924","27","SAO","1 x 0","AVA","2019"
"2925","27","ATL","2 x 0","SAN","2019"
"2926","27","FLA","2 x 0","FLU","2019"
"2927","27","ATH","1 x 1","PAL","2019"
"2928","27","CHA","2 x 2","GOI","2019"
"2929","27","BAH","1 x 2","CEA","2019"
"2930","27","BOT","2 x 1","CSA","2019"
"2931","28","CEA","1 x 1","VAS","2019"
"2932","28","COR","0 x 0","SAN","2019"
"2933","28","BAH","2 x 3","INT","2019"
"2934","28","FLU","1 x 1","CHA","2019"
"2935","28","CRU","1 x 1","FOR","2019"
"2936","28","SAO","2 x 0","ATL","2019"
"2937","28","ATH","4 x 1","GOI","2019"
"2938","28","GRE","3 x 0","BOT","2019"
"2939","28","AVA","1 x 2","PAL","2019"
"2940","28","FLA","1 x 0","CSA","2019"
"2941","29","PAL","3 x 0","SAO","2019"
"2942","29","AVA","1 x 3","FOR","2019"
"2943","29","ATL","0 x 2","CHA","2019"
"2944","29","CEA","2 x 0","FLU","2019"
"2945","29","VAS","1 x 3","GRE","2019"
"2946","29","CSA","2 x 1","COR","2019"
"2947","29","SAN","1 x 0","BAH","2019"
"2948","29","GOI","2 x 2","FLA","2019"
"2949","29","BOT","0 x 2","CRU","2019"
"2950","29","INT","1 x 1","ATH","2019"
"2951","30","FOR","2 x 2","ATL","2019"
"2952","30","PAL","1 x 0","CEA","2019"
"2953","30","FLU","0 x 0","VAS","2019"
"2954","30","CHA","0 x 3","SAO","2019"
"2955","30","FLA","4 x 1","COR","2019"
"2956","30","ATH","1 x 0","CSA","2019"
"2957","30","GRE","2 x 0","INT","2019"
"2958","30","CRU","1 x 1","BAH","2019"
"2959","30","SAN","4 x 1","BOT","2019"
"2960","30","GOI","2 x 0","AVA","2019"
"2961","31","COR","3 x 2","FOR","2019"
"2962","31","ATL","2 x 0","GOI","2019"
"2963","31","AVA","1 x 2","SAN","2019"
"2964","31","VAS","1 x 2","PAL","2019"
"2965","31","BAH","1 x 1","CHA","2019"
"2966","31","ATH","0 x 0","CRU","2019"
"2967","31","CEA","2 x 0","INT","2019"
"2968","31","SAO","0 x 2","FLU","2019"
"2969","31","BOT","0 x 1","FLA","2019"
"2970","31","GRE","2 x 1","CSA","2019"
"2971","32","GOI","0 x 3","SAN","2019"
"2972","32","PAL","1 x 1","COR","2019"
"2973","32","CRU","0 x 0","ATL","2019"
"2974","32","SAO","0 x 1","ATH","2019"
"2975","32","INT","2 x 1","FLU","2019"
"2976","32","FLA","3 x 1","BAH","2019"
"2977","32","FOR","1 x 0","CEA","2019"
"2978","32","CHA","0 x 1","GRE","2019"
"2979","32","CSA","0 x 3","VAS","2019"
"2980","32","BOT","2 x 0","AVA","2019"
"2981","33","SAN","1 x 1","SAO","2019"
"2982","33","FLU","1 x 1","ATL","2019"
"2983","33","GRE","0 x 1","FLA","2019"
"2984","33","BAH","1 x 1","PAL","2019"
"2985","33","COR","0 x 0","INT","2019"
"2986","33","CHA","1 x 0","CEA","2019"
"2987","33","ATH","1 x 0","BOT","2019"
"2988","33","FOR","3 x 0","CSA","2019"
"2989","33","VAS","1 x 1","GOI","2019"
"2990","33","CRU","0 x 0","AVA","2019"
"2991","34","FLA","4 x 4","VAS","2019"
"2992","34","SAN","4 x 1","CRU","2019"
"2993","34","GOI","4 x 3","BAH","2019"
"2994","34","ATL","0 x 1","ATH","2019"
"2995","34","PAL","1 x 2","GRE","2019"
"2996","34","BOT","1 x 0","COR","2019"
"2997","34","AVA","0 x 1","CHA","2019"
"2998","34","INT","2 x 2","FOR","2019"
"2999","34","CEA","1 x 1","SAO","2019"
"3000","34","CSA","0 x 1","FLU","2019"
"3001","35","CHA","0 x 1","BOT","2019"
"3002","35","INT","1 x 2","GOI","2019"
"3003","35","BAH","1 x 1","ATL","2019"
"3004","35","ATH","2 x 0","GRE","2019"
"3005","35","COR","3 x 0","AVA","2019"
"3006","35","FLA","4 x 1","CEA","2019"
"3007","35","FLU","1 x 0","PAL","2019"
"3008","35","FOR","2 x 1","SAN","2019"
"3009","35","SAO","1 x 0","VAS","2019"
"3010","35","CRU","0 x 1","CSA","2019"
"3011","36","BOT","0 x 1","INT","2019"
"3012","36","CEA","1 x 1","ATH","2019"
"3013","36","GOI","1 x 2","FOR","2019"
"3014","36","AVA","1 x 1","FLU","2019"
"3015","36","PAL","1 x 3","FLA","2019"
"3016","36","ATL","2 x 1","COR","2019"
"3017","36","CSA","1 x 2","BAH","2019"
"3018","36","SAN","2 x 0","CHA","2019"
"3019","36","GRE","3 x 0","SAO","2019"
"3020","36","VAS","1 x 0","CRU","2019"
"3021","37","ATH","1 x 0","SAN","2019"
"3022","37","ATL","2 x 0","BOT","2019"
"3023","37","CEA","0 x 1","COR","2019"
"3024","37","CHA","3 x 0","CSA","2019"
"3025","37","SAO","2 x 1","INT","2019"
"3026","37","FLU","0 x 0","FOR","2019"
"3027","37","PAL","5 x 1","GOI","2019"
"3028","37","BAH","1 x 1","VAS","2019"
"3029","37","GRE","2 x 0","CRU","2019"
"3030","37","FLA","6 x 1","AVA","2019"
"3031","38","INT","2 x 1","ATL","2019"
"3032","38","CRU","0 x 2","PAL","2019"
"3033","38","FOR","2 x 1","BAH","2019"
"3034","38","COR","1 x 2","FLU","2019"
"3035","38","SAN","4 x 0","FLA","2019"
"3036","38","VAS","1 x 1","CHA","2019"
"3037","38","BOT","1 x 1","CEA","2019"
"3038","38","AVA","0 x 0","ATH","2019"
"3039","38","GOI","3 x 2","GRE","2019"
"3040","38","CSA","1 x 2","SAO","2019"
