"","rodada","casa","placar","fora","ano"
"1","1","PAL","1 x 1","POR","2012"
"2","1","SPO","1 x 1","FLA","2012"
"3","1","FIG","2 x 1","NAU","2012"
"4","1","PON","0 x 1","ATL","2012"
"5","1","COR","0 x 1","FLU","2012"
"6","1","BOT","4 x 2","SAO","2012"
"7","1","INT","2 x 0","COR","2012"
"8","1","VAS","2 x 1","GRE","2012"
"9","1","BAH","0 x 0","SAN","2012"
"10","1","CRU","0 x 0","ATL","2012"
"11","2","ATL","1 x 1","PON","2012"
"12","2","FLA","3 x 3","INT","2012"
"13","2","POR","0 x 1","VAS","2012"
"14","2","NAU","0 x 0","CRU","2012"
"15","2","SAN","0 x 0","SPO","2012"
"16","2","ATL","1 x 0","COR","2012"
"17","2","COR","2 x 3","BOT","2012"
"18","2","SAO","1 x 0","BAH","2012"
"19","2","GRE","1 x 0","PAL","2012"
"20","2","FLU","2 x 2","FIG","2012"
"21","3","ATL","0 x 1","GRE","2012"
"22","3","SPO","2 x 1","PAL","2012"
"23","3","VAS","4 x 2","NAU","2012"
"24","3","ATL","1 x 1","BAH","2012"
"25","3","COR","2 x 0","POR","2012"
"26","3","PON","2 x 2","FLA","2012"
"27","3","INT","1 x 0","SAO","2012"
"28","3","SAN","1 x 1","FLU","2012"
"29","3","COR","1 x 1","FIG","2012"
"30","3","BOT","2 x 3","CRU","2012"
"31","4","FLA","3 x 1","COR","2012"
"32","4","PAL","0 x 1","ATL","2012"
"33","4","POR","2 x 0","ATL","2012"
"34","4","GRE","2 x 0","COR","2012"
"35","4","FLU","0 x 0","INT","2012"
"36","4","BAH","1 x 2","VAS","2012"
"37","4","NAU","3 x 2","BOT","2012"
"38","4","FIG","0 x 0","PON","2012"
"39","4","CRU","1 x 0","SPO","2012"
"40","4","SAO","1 x 0","SAN","2012"
"41","5","INT","1 x 2","BOT","2012"
"42","5","CRU","1 x 0","FIG","2012"
"43","5","FLU","4 x 1","POR","2012"
"44","5","SAO","1 x 0","ATL","2012"
"45","5","PAL","1 x 1","VAS","2012"
"46","5","BAH","2 x 1","SPO","2012"
"47","5","FLA","1 x 0","SAN","2012"
"48","5","NAU","1 x 0","GRE","2012"
"49","5","COR","3 x 0","ATL","2012"
"50","5","PON","1 x 0","COR","2012"
"51","6","VAS","1 x 3","CRU","2012"
"52","6","POR","1 x 0","SAO","2012"
"53","6","ATL","5 x 1","NAU","2012"
"54","6","COR","2 x 1","PAL","2012"
"55","6","GRE","2 x 0","FLA","2012"
"56","6","FIG","1 x 1","BAH","2012"
"57","6","SPO","0 x 2","INT","2012"
"58","6","BOT","1 x 2","PON","2012"
"59","6","SAN","2 x 2","COR","2012"
"60","6","ATL","1 x 4","FLU","2012"
"61","7","NAU","0 x 2","FLU","2012"
"62","7","CRU","2 x 3","SAO","2012"
"63","7","VAS","3 x 2","PON","2012"
"64","7","COR","2 x 3","SPO","2012"
"65","7","POR","0 x 0","SAN","2012"
"66","7","BAH","1 x 1","INT","2012"
"67","7","GRE","0 x 1","ATL","2012"
"68","7","PAL","3 x 1","FIG","2012"
"69","7","FLA","3 x 2","ATL","2012"
"70","7","COR","1 x 3","BOT","2012"
"71","8","BOT","3 x 0","BAH","2012"
"72","8","INT","2 x 1","CRU","2012"
"73","8","ATL","0 x 1","NAU","2012"
"74","8","FIG","1 x 1","VAS","2012"
"75","8","FLU","1 x 0","FLA","2012"
"76","8","SAN","4 x 2","GRE","2012"
"77","8","SAO","3 x 1","COR","2012"
"78","8","PON","1 x 0","PAL","2012"
"79","8","SPO","1 x 1","COR","2012"
"80","8","ATL","2 x 0","POR","2012"
"81","9","FIG","3 x 4","ATL","2012"
"82","9","COR","2 x 1","NAU","2012"
"83","9","PON","4 x 1","COR","2012"
"84","9","BAH","1 x 2","FLA","2012"
"85","9","INT","0 x 0","SAN","2012"
"86","9","CRU","1 x 3","GRE","2012"
"87","9","BOT","1 x 1","FLU","2012"
"88","9","PAL","1 x 1","SAO","2012"
"89","9","VAS","1 x 0","ATL","2012"
"90","9","SPO","2 x 1","POR","2012"
"91","10","SAN","0 x 0","BOT","2012"
"92","10","GRE","3 x 1","SPO","2012"
"93","10","POR","0 x 2","CRU","2012"
"94","10","NAU","3 x 0","PON","2012"
"95","10","SAO","0 x 1","VAS","2012"
"96","10","ATL","3 x 1","INT","2012"
"97","10","FLA","0 x 3","COR","2012"
"98","10","FLU","4 x 0","BAH","2012"
"99","10","COR","1 x 1","PAL","2012"
"100","10","ATL","3 x 2","FIG","2012"
"101","11","SPO","1 x 4","ATL","2012"
"102","11","VAS","2 x 0","SAN","2012"
"103","11","COR","1 x 1","POR","2012"
"104","11","INT","4 x 1","ATL","2012"
"105","11","CRU","1 x 0","FLA","2012"
"106","11","FIG","0 x 2","SAO","2012"
"107","11","PAL","3 x 0","NAU","2012"
"108","11","BAH","2 x 2","COR","2012"
"109","11","BOT","0 x 1","GRE","2012"
"110","11","PON","1 x 2","FLU","2012"
"111","12","FIG","0 x 1","INT","2012"
"112","12","PON","1 x 1","SPO","2012"
"113","12","VAS","1 x 0","BOT","2012"
"114","12","NAU","3 x 4","COR","2012"
"115","12","COR","2 x 0","CRU","2012"
"116","12","GRE","1 x 0","FLU","2012"
"117","12","ATL","4 x 3","SAO","2012"
"118","12","ATL","2 x 0","SAN","2012"
"119","12","FLA","0 x 0","POR","2012"
"120","12","PAL","0 x 2","BAH","2012"
"121","13","COR","2 x 1","GRE","2012"
"122","13","INT","0 x 0","VAS","2012"
"123","13","BOT","1 x 0","FIG","2012"
"124","13","SPO","0 x 0","ATL","2012"
"125","13","SAO","4 x 1","FLA","2012"
"126","13","FLU","0 x 0","ATL","2012"
"127","13","BAH","0 x 0","COR","2012"
"128","13","CRU","2 x 1","PAL","2012"
"129","13","POR","3 x 1","NAU","2012"
"130","13","SAN","2 x 1","PON","2012"
"131","14","PAL","0 x 1","INT","2012"
"132","14","ATL","1 x 2","BOT","2012"
"133","14","POR","2 x 0","FIG","2012"
"134","14","VAS","0 x 0","COR","2012"
"135","14","GRE","3 x 1","BAH","2012"
"136","14","COR","0 x 2","FLU","2012"
"137","14","SAO","1 x 0","SPO","2012"
"138","14","CRU","1 x 2","PON","2012"
"139","14","NAU","3 x 0","SAN","2012"
"140","14","FLA","2 x 1","ATL","2012"
"141","15","SPO","0 x 2","VAS","2012"
"142","15","INT","0 x 0","NAU","2012"
"143","15","BAH","0 x 0","POR","2012"
"144","15","COR","1 x 1","ATL","2012"
"145","15","SAN","4 x 2","CRU","2012"
"146","15","FIG","0 x 2","FLA","2012"
"147","15","BOT","1 x 2","PAL","2012"
"148","15","FLU","2 x 1","SAO","2012"
"149","15","ATL","1 x 0","COR","2012"
"150","15","PON","0 x 0","GRE","2012"
"151","16","SPO","0 x 1","FIG","2012"
"152","16","BAH","0 x 1","CRU","2012"
"153","16","SAN","2 x 2","ATL","2012"
"154","16","FLA","2 x 0","NAU","2012"
"155","16","INT","2 x 1","PON","2012"
"156","16","SAO","1 x 2","GRE","2012"
"157","16","ATL","1 x 0","VAS","2012"
"158","16","COR","1 x 2","COR","2012"
"159","16","FLU","1 x 0","PAL","2012"
"160","16","POR","1 x 1","BOT","2012"
"161","17","GRE","1 x 2","POR","2012"
"162","17","CRU","1 x 1","FLU","2012"
"163","17","ATL","1 x 1","ATL","2012"
"164","17","PON","0 x 2","BAH","2012"
"165","17","NAU","3 x 0","SAO","2012"
"166","17","BOT","2 x 0","SPO","2012"
"167","17","PAL","1 x 0","FLA","2012"
"168","17","VAS","2 x 2","COR","2012"
"169","17","COR","1 x 0","INT","2012"
"170","17","FIG","1 x 3","SAN","2012"
"171","18","NAU","1 x 0","BAH","2012"
"172","18","FLU","1 x 0","SPO","2012"
"173","18","SAO","3 x 0","PON","2012"
"174","18","SAN","3 x 2","COR","2012"
"175","18","ATL","3 x 2","BOT","2012"
"176","18","COR","4 x 0","CRU","2012"
"177","18","GRE","4 x 0","FIG","2012"
"178","18","ATL","2 x 1","PAL","2012"
"179","18","POR","1 x 1","INT","2012"
"180","18","FLA","1 x 0","VAS","2012"
"181","19","VAS","1 x 2","FLU","2012"
"182","19","PAL","1 x 2","SAN","2012"
"183","19","PON","2 x 1","POR","2012"
"184","19","INT","0 x 1","GRE","2012"
"185","19","BOT","0 x 0","FLA","2012"
"186","19","COR","1 x 2","SAO","2012"
"187","19","FIG","3 x 1","COR","2012"
"188","19","CRU","2 x 2","ATL","2012"
"189","19","SPO","0 x 0","NAU","2012"
"190","19","BAH","1 x 1","ATL","2012"
"191","20","COR","1 x 0","INT","2012"
"192","20","SAN","1 x 3","BAH","2012"
"193","20","NAU","3 x 2","FIG","2012"
"194","20","ATL","2 x 2","PON","2012"
"195","20","POR","3 x 0","PAL","2012"
"196","20","FLU","1 x 1","COR","2012"
"197","20","GRE","2 x 0","VAS","2012"
"198","20","ATL","0 x 2","CRU","2012"
"199","20","FLA","1 x 1","SPO","2012"
"200","20","SAO","4 x 0","BOT","2012"
"201","21","PAL","0 x 0","GRE","2012"
"202","21","FIG","2 x 2","FLU","2012"
"203","21","VAS","2 x 0","POR","2012"
"204","21","BAH","1 x 0","SAO","2012"
"205","21","SPO","2 x 1","SAN","2012"
"206","21","INT","4 x 1","FLA","2012"
"207","21","COR","1 x 0","ATL","2012"
"208","21","BOT","2 x 0","COR","2012"
"209","21","CRU","3 x 0","NAU","2012"
"210","21","PON","3 x 1","ATL","2012"
"211","22","FLA","0 x 1","PON","2012"
"212","22","POR","3 x 0","COR","2012"
"213","22","NAU","1 x 1","VAS","2012"
"214","22","BAH","0 x 0","ATL","2012"
"215","22","GRE","2 x 1","ATL","2012"
"216","22","FIG","1 x 0","COR","2012"
"217","22","CRU","1 x 3","BOT","2012"
"218","22","SAO","1 x 1","INT","2012"
"219","22","FLU","3 x 1","SAN","2012"
"220","22","PAL","3 x 1","SPO","2012"
"221","23","PON","2 x 2","FIG","2012"
"222","23","COR","3 x 0","FLA","2012"
"223","23","COR","3 x 1","GRE","2012"
"224","23","BOT","3 x 1","NAU","2012"
"225","23","SAN","0 x 0","SAO","2012"
"226","23","INT","0 x 1","FLU","2012"
"227","23","ATL","1 x 1","POR","2012"
"228","23","ATL","3 x 0","PAL","2012"
"229","23","SPO","2 x 1","CRU","2012"
"230","23","VAS","0 x 4","BAH","2012"
"231","24","COR","1 x 1","PON","2012"
"232","24","POR","0 x 2","FLU","2012"
"233","24","FIG","2 x 0","CRU","2012"
"234","24","SPO","1 x 1","BAH","2012"
"235","24","ATL","1 x 2","COR","2012"
"236","24","VAS","3 x 1","PAL","2012"
"237","24","SAN","2 x 0","FLA","2012"
"238","24","ATL","1 x 0","SAO","2012"
"239","24","GRE","2 x 0","NAU","2012"
"240","24","BOT","1 x 1","INT","2012"
"241","25","FLU","1 x 2","ATL","2012"
"242","25","SAO","3 x 1","POR","2012"
"243","25","PAL","0 x 2","COR","2012"
"244","25","CRU","1 x 1","VAS","2012"
"245","25","COR","1 x 2","SAN","2012"
"246","25","NAU","1 x 0","ATL","2012"
"247","25","BAH","2 x 1","FIG","2012"
"248","25","FLA","1 x 1","GRE","2012"
"249","25","INT","2 x 2","SPO","2012"
"250","25","PON","0 x 0","BOT","2012"
"251","26","FLU","2 x 1","NAU","2012"
"252","26","FIG","1 x 3","PAL","2012"
"253","26","SAN","1 x 3","POR","2012"
"254","26","BOT","2 x 2","COR","2012"
"255","26","SAO","1 x 0","CRU","2012"
"256","26","PON","0 x 0","VAS","2012"
"257","26","ATL","1 x 2","FLA","2012"
"258","26","INT","3 x 1","BAH","2012"
"259","26","ATL","0 x 0","GRE","2012"
"260","26","SPO","1 x 0","COR","2012"
"261","27","NAU","2 x 0","ATL","2012"
"262","27","POR","1 x 1","ATL","2012"
"263","27","VAS","3 x 1","FIG","2012"
"264","27","CRU","0 x 0","INT","2012"
"265","27","PAL","3 x 0","PON","2012"
"266","27","FLA","0 x 1","FLU","2012"
"267","27","COR","3 x 0","SPO","2012"
"268","27","COR","1 x 1","SAO","2012"
"269","27","BAH","2 x 0","BOT","2012"
"270","27","GRE","1 x 1","SAN","2012"
"271","28","FLA","0 x 0","BAH","2012"
"272","28","POR","5 x 1","SPO","2012"
"273","28","COR","1 x 0","PON","2012"
"274","28","SAO","3 x 0","PAL","2012"
"275","28","ATL","0 x 1","VAS","2012"
"276","28","SAN","1 x 1","INT","2012"
"277","28","NAU","2 x 1","COR","2012"
"278","28","FLU","1 x 0","BOT","2012"
"279","28","GRE","2 x 1","CRU","2012"
"280","28","ATL","6 x 0","FIG","2012"
"281","29","BOT","0 x 2","SAN","2012"
"282","29","CRU","2 x 0","POR","2012"
"283","29","PON","2 x 1","NAU","2012"
"284","29","FIG","3 x 1","ATL","2012"
"285","29","BAH","0 x 2","FLU","2012"
"286","29","INT","3 x 0","ATL","2012"
"287","29","VAS","0 x 2","SAO","2012"
"288","29","COR","3 x 2","FLA","2012"
"289","29","PAL","0 x 1","COR","2012"
"290","29","SPO","1 x 3","GRE","2012"
"291","30","ATL","3 x 1","INT","2012"
"292","30","FLA","1 x 1","CRU","2012"
"293","30","POR","1 x 1","COR","2012"
"294","30","SAN","2 x 0","VAS","2012"
"295","30","SAO","2 x 0","FIG","2012"
"296","30","ATL","2 x 1","SPO","2012"
"297","30","COR","2 x 1","BAH","2012"
"298","30","NAU","1 x 0","PAL","2012"
"299","30","FLU","2 x 1","PON","2012"
"300","30","GRE","1 x 1","BOT","2012"
"301","31","BAH","0 x 1","PAL","2012"
"302","31","FLU","2 x 2","GRE","2012"
"303","31","COR","2 x 1","NAU","2012"
"304","31","INT","2 x 3","FIG","2012"
"305","31","SAN","2 x 2","ATL","2012"
"306","31","CRU","2 x 0","COR","2012"
"307","31","POR","0 x 0","FLA","2012"
"308","31","BOT","3 x 2","VAS","2012"
"309","31","SAO","2 x 0","ATL","2012"
"310","31","SPO","3 x 1","PON","2012"
"311","32","GRE","0 x 0","COR","2012"
"312","32","COR","1 x 1","BAH","2012"
"313","32","PAL","2 x 0","CRU","2012"
"314","32","FLA","1 x 0","SAO","2012"
"315","32","ATL","3 x 2","FLU","2012"
"316","32","NAU","0 x 0","POR","2012"
"317","32","PON","1 x 0","SAN","2012"
"318","32","ATL","0 x 1","SPO","2012"
"319","32","VAS","1 x 2","INT","2012"
"320","32","FIG","0 x 2","BOT","2012"
"321","33","FLU","2 x 1","COR","2012"
"322","33","SAN","0 x 0","NAU","2012"
"323","33","PON","1 x 0","CRU","2012"
"324","33","COR","1 x 0","VAS","2012"
"325","33","INT","2 x 1","PAL","2012"
"326","33","BOT","4 x 0","ATL","2012"
"327","33","FIG","0 x 0","POR","2012"
"328","33","SPO","2 x 4","SAO","2012"
"329","33","BAH","1 x 1","GRE","2012"
"330","33","ATL","1 x 1","FLA","2012"
"331","34","GRE","1 x 0","PON","2012"
"332","34","CRU","0 x 4","SAN","2012"
"333","34","FLA","1 x 0","FIG","2012"
"334","34","ATL","0 x 2","COR","2012"
"335","34","VAS","0 x 3","SPO","2012"
"336","34","SAO","1 x 1","FLU","2012"
"337","34","PAL","2 x 2","BOT","2012"
"338","34","POR","0 x 1","BAH","2012"
"339","34","COR","1 x 0","ATL","2012"
"340","34","NAU","3 x 0","INT","2012"
"341","35","BOT","3 x 0","POR","2012"
"342","35","ATL","2 x 1","SAN","2012"
"343","35","COR","5 x 1","COR","2012"
"344","35","VAS","1 x 1","ATL","2012"
"345","35","PAL","2 x 3","FLU","2012"
"346","35","GRE","2 x 1","SAO","2012"
"347","35","NAU","0 x 1","FLA","2012"
"348","35","PON","1 x 0","INT","2012"
"349","35","FIG","1 x 1","SPO","2012"
"350","35","CRU","3 x 1","BAH","2012"
"351","36","SAN","2 x 0","FIG","2012"
"352","36","COR","1 x 2","VAS","2012"
"353","36","FLA","1 x 1","PAL","2012"
"354","36","FLU","0 x 2","CRU","2012"
"355","36","SAO","2 x 1","NAU","2012"
"356","36","ATL","2 x 2","ATL","2012"
"357","36","BAH","1 x 0","PON","2012"
"358","36","SPO","2 x 0","BOT","2012"
"359","36","INT","0 x 2","COR","2012"
"360","36","POR","2 x 2","GRE","2012"
"361","37","COR","1 x 1","SAN","2012"
"362","37","VAS","1 x 1","FLA","2012"
"363","37","PON","0 x 0","SAO","2012"
"364","37","SPO","1 x 1","FLU","2012"
"365","37","FIG","2 x 4","GRE","2012"
"366","37","BAH","1 x 1","NAU","2012"
"367","37","CRU","2 x 1","COR","2012"
"368","37","INT","0 x 2","POR","2012"
"369","37","PAL","1 x 2","ATL","2012"
"370","37","BOT","2 x 3","ATL","2012"
"371","38","FLA","2 x 2","BOT","2012"
"372","38","SAN","3 x 1","PAL","2012"
"373","38","FLU","1 x 2","VAS","2012"
"374","38","SAO","3 x 1","COR","2012"
"375","38","GRE","0 x 0","INT","2012"
"376","38","ATL","3 x 2","CRU","2012"
"377","38","POR","0 x 0","PON","2012"
"378","38","COR","3 x 0","FIG","2012"
"379","38","NAU","1 x 0","SPO","2012"
"380","38","ATL","0 x 1","BAH","2012"
"381","1","VAS","1 x 0","POR","2013"
"382","1","VIT","2 x 2","INT","2013"
"383","1","COR","1 x 1","BOT","2013"
"384","1","GRE","2 x 0","NAU","2013"
"385","1","PON","0 x 2","SAO","2013"
"386","1","CRI","3 x 1","BAH","2013"
"387","1","SAN","0 x 0","FLA","2013"
"388","1","FLU","2 x 1","ATL","2013"
"389","1","CRU","5 x 0","GOI","2013"
"390","1","COR","2 x 1","ATL","2013"
"391","2","ATL","2 x 2","CRU","2013"
"392","2","BOT","2 x 1","SAN","2013"
"393","2","SAO","5 x 1","VAS","2013"
"394","2","FLA","0 x 2","PON","2013"
"395","2","BAH","0 x 0","COR","2013"
"396","2","NAU","0 x 3","VIT","2013"
"397","2","GOI","1 x 1","COR","2013"
"398","2","INT","2 x 0","CRI","2013"
"399","2","ATL","2 x 0","GRE","2013"
"400","2","POR","2 x 1","FLU","2013"
"401","3","ATL","2 x 2","FLA","2013"
"402","3","SAN","1 x 1","GRE","2013"
"403","3","BOT","2 x 1","CRU","2013"
"404","3","GOI","1 x 1","COR","2013"
"405","3","VIT","2 x 0","VAS","2013"
"406","3","COR","1 x 0","PON","2013"
"407","3","FLU","3 x 0","CRI","2013"
"408","3","INT","1 x 2","BAH","2013"
"409","3","NAU","2 x 2","POR","2013"
"410","3","ATL","0 x 0","SAO","2013"
"411","4","POR","1 x 1","INT","2013"
"412","4","SAO","0 x 1","GOI","2013"
"413","4","CRI","3 x 1","SAN","2013"
"414","4","PON","3 x 4","ATL","2013"
"415","4","GRE","1 x 0","VIT","2013"
"416","4","VAS","2 x 0","ATL","2013"
"417","4","FLA","0 x 1","NAU","2013"
"418","4","BAH","2 x 1","BOT","2013"
"419","4","CRU","1 x 0","COR","2013"
"420","4","COR","2 x 1","FLU","2013"
"421","5","CRU","2 x 2","INT","2013"
"422","5","CRI","0 x 3","FLA","2013"
"423","5","VAS","1 x 1","BAH","2013"
"424","5","COR","0 x 0","POR","2013"
"425","5","PON","0 x 2","BOT","2013"
"426","5","VIT","3 x 2","ATL","2013"
"427","5","COR","1 x 0","NAU","2013"
"428","5","FLU","2 x 1","GOI","2013"
"429","5","SAN","1 x 0","ATL","2013"
"430","5","GRE","1 x 1","SAO","2013"
"431","6","FLA","2 x 2","COR","2013"
"432","6","NAU","1 x 3","PON","2013"
"433","6","ATL","1 x 1","GRE","2013"
"434","6","POR","1 x 1","CRU","2013"
"435","6","GOI","1 x 0","VIT","2013"
"436","6","INT","5 x 3","VAS","2013"
"437","6","SAO","0 x 2","SAN","2013"
"438","6","BAH","0 x 2","COR","2013"
"439","6","BOT","1 x 0","FLU","2013"
"440","6","ATL","3 x 2","CRI","2013"
"441","7","FLU","2 x 3","INT","2013"
"442","7","SAN","4 x 1","POR","2013"
"443","7","PON","0 x 0","BAH","2013"
"444","7","VIT","3 x 2","SAO","2013"
"445","7","GRE","2 x 1","BOT","2013"
"446","7","COR","0 x 1","ATL","2013"
"447","7","COR","1 x 0","ATL","2013"
"448","7","CRI","0 x 0","GOI","2013"
"449","7","CRU","3 x 0","NAU","2013"
"450","7","VAS","0 x 1","FLA","2013"
"451","8","BOT","2 x 0","NAU","2013"
"452","8","SAO","0 x 3","CRU","2013"
"453","8","CRI","2 x 1","GRE","2013"
"454","8","VIT","0 x 0","BAH","2013"
"455","8","INT","1 x 0","FLA","2013"
"456","8","ATL","1 x 1","COR","2013"
"457","8","SAN","2 x 2","COR","2013"
"458","8","FLU","1 x 3","VAS","2013"
"459","8","GOI","2 x 1","POR","2013"
"460","8","ATL","4 x 0","PON","2013"
"461","9","VAS","3 x 2","CRI","2013"
"462","9","POR","2 x 3","ATL","2013"
"463","9","PON","1 x 0","SAN","2013"
"464","9","GRE","2 x 0","FLU","2013"
"465","9","NAU","3 x 0","INT","2013"
"466","9","COR","0 x 0","SAO","2013"
"467","9","CRU","4 x 1","ATL","2013"
"468","9","FLA","1 x 1","BOT","2013"
"469","9","COR","1 x 1","VIT","2013"
"470","9","BAH","2 x 1","GOI","2013"
"471","10","FLU","1 x 0","CRU","2013"
"472","10","ATL","1 x 2","ATL","2013"
"473","10","POR","1 x 1","CRI","2013"
"474","10","COR","5 x 3","PON","2013"
"475","10","COR","2 x 0","GRE","2013"
"476","10","BAH","3 x 0","FLA","2013"
"477","10","BOT","2 x 0","VIT","2013"
"478","10","GOI","1 x 1","VAS","2013"
"479","10","NAU","0 x 1","SAO","2013"
"480","10","INT","1 x 2","SAN","2013"
"481","11","SAO","1 x 2","BAH","2013"
"482","11","CRU","1 x 0","COR","2013"
"483","11","ATL","2 x 0","GOI","2013"
"484","11","PON","1 x 1","FLU","2013"
"485","11","CRI","0 x 2","COR","2013"
"486","11","GRE","1 x 1","INT","2013"
"487","11","FLA","3 x 0","ATL","2013"
"488","11","VAS","2 x 3","BOT","2013"
"489","11","VIT","2 x 1","POR","2013"
"490","11","SAN","1 x 1","NAU","2013"
"491","12","SAO","0 x 1","INT","2013"
"492","12","VIT","1 x 1","FLU","2013"
"493","12","CRI","1 x 2","CRU","2013"
"494","12","FLA","1 x 1","POR","2013"
"495","12","ATL","1 x 0","BAH","2013"
"496","12","ATL","2 x 2","BOT","2013"
"497","12","SAN","1 x 1","COR","2013"
"498","12","GOI","2 x 1","NAU","2013"
"499","12","GRE","0 x 1","COR","2013"
"500","12","VAS","1 x 1","PON","2013"
"501","13","NAU","0 x 0","ATL","2013"
"502","13","BOT","1 x 1","GOI","2013"
"503","13","FLU","2 x 3","FLA","2013"
"504","13","COR","2 x 0","VIT","2013"
"505","13","CRU","0 x 0","SAN","2013"
"506","13","COR","0 x 1","VAS","2013"
"507","13","PON","3 x 1","CRI","2013"
"508","13","BAH","0 x 3","GRE","2013"
"509","13","INT","2 x 2","ATL","2013"
"510","13","POR","2 x 1","SAO","2013"
"511","14","ATL","2 x 0","BAH","2013"
"512","14","SAN","1 x 1","VAS","2013"
"513","14","CRI","3 x 0","NAU","2013"
"514","14","VIT","3 x 1","PON","2013"
"515","14","COR","1 x 1","POR","2013"
"516","14","GOI","1 x 1","FLA","2013"
"517","14","FLU","0 x 0","COR","2013"
"518","14","GRE","3 x 1","CRU","2013"
"519","14","SAO","1 x 1","ATL","2013"
"520","14","BOT","3 x 3","INT","2013"
"521","15","NAU","0 x 1","FLU","2013"
"522","15","CRU","5 x 1","VIT","2013"
"523","15","VAS","2 x 3","GRE","2013"
"524","15","PON","0 x 1","GOI","2013"
"525","15","POR","1 x 3","BOT","2013"
"526","15","COR","1 x 0","COR","2013"
"527","15","FLA","0 x 0","SAO","2013"
"528","15","BAH","0 x 0","SAN","2013"
"529","15","INT","0 x 0","ATL","2013"
"530","15","ATL","2 x 1","CRI","2013"
"531","16","FLA","0 x 1","GRE","2013"
"532","16","PON","0 x 2","CRU","2013"
"533","16","SAN","2 x 0","VIT","2013"
"534","16","CRI","2 x 1","COR","2013"
"535","16","ATL","2 x 1","POR","2013"
"536","16","BAH","2 x 0","NAU","2013"
"537","16","VAS","1 x 1","COR","2013"
"538","16","SAO","2 x 1","FLU","2013"
"539","16","INT","3 x 3","GOI","2013"
"540","16","ATL","2 x 0","BOT","2013"
"541","17","NAU","1 x 4","ATL","2013"
"542","17","POR","4 x 2","BAH","2013"
"543","17","GRE","1 x 0","PON","2013"
"544","17","GOI","0 x 0","ATL","2013"
"545","17","FLU","0 x 2","SAN","2013"
"546","17","COR","0 x 0","INT","2013"
"547","17","VIT","0 x 1","CRI","2013"
"548","17","BOT","0 x 0","SAO","2013"
"549","17","COR","4 x 0","FLA","2013"
"550","17","CRU","5 x 3","VAS","2013"
"551","18","GOI","2 x 0","GRE","2013"
"552","18","FLA","2 x 1","VIT","2013"
"553","18","ATL","2 x 1","SAN","2013"
"554","18","POR","2 x 1","PON","2013"
"555","18","INT","1 x 0","COR","2013"
"556","18","ATL","2 x 2","FLU","2013"
"557","18","BAH","1 x 3","CRU","2013"
"558","18","BOT","3 x 1","COR","2013"
"559","18","SAO","1 x 2","CRI","2013"
"560","18","NAU","0 x 3","VAS","2013"
"561","19","SAN","1 x 0","GOI","2013"
"562","19","FLU","1 x 0","BAH","2013"
"563","19","VIT","1 x 1","ATL","2013"
"564","19","PON","1 x 3","INT","2013"
"565","19","GRE","3 x 2","POR","2013"
"566","19","COR","2 x 0","SAO","2013"
"567","19","CRU","1 x 0","FLA","2013"
"568","19","COR","0 x 0","NAU","2013"
"569","19","VAS","0 x 0","ATL","2013"
"570","19","CRI","1 x 2","BOT","2013"
"571","20","ATL","1 x 1","FLU","2013"
"572","20","BAH","2 x 2","CRI","2013"
"573","20","GOI","1 x 2","CRU","2013"
"574","20","BOT","1 x 0","COR","2013"
"575","20","NAU","0 x 2","GRE","2013"
"576","20","POR","2 x 0","VAS","2013"
"577","20","INT","2 x 2","VIT","2013"
"578","20","SAO","1 x 0","PON","2013"
"579","20","ATL","3 x 0","COR","2013"
"580","20","FLA","2 x 1","SAN","2013"
"581","21","CRU","1 x 0","ATL","2013"
"582","21","FLU","2 x 1","POR","2013"
"583","21","VAS","0 x 2","SAO","2013"
"584","21","COR","1 x 2","GOI","2013"
"585","21","PON","1 x 1","FLA","2013"
"586","21","CRI","0 x 1","INT","2013"
"587","21","COR","2 x 2","BAH","2013"
"588","21","SAN","1 x 2","BOT","2013"
"589","21","VIT","2 x 1","NAU","2013"
"590","21","GRE","0 x 1","ATL","2013"
"591","22","VAS","1 x 2","VIT","2013"
"592","22","GRE","1 x 1","SAN","2013"
"593","22","CRI","1 x 2","FLU","2013"
"594","22","COR","2 x 2","GOI","2013"
"595","22","SAO","1 x 0","ATL","2013"
"596","22","PON","2 x 0","COR","2013"
"597","22","CRU","3 x 0","BOT","2013"
"598","22","FLA","2 x 4","ATL","2013"
"599","22","POR","3 x 0","NAU","2013"
"600","22","BAH","2 x 0","INT","2013"
"601","23","FLU","1 x 1","COR","2013"
"602","23","VIT","0 x 0","GRE","2013"
"603","23","INT","0 x 1","POR","2013"
"604","23","NAU","0 x 0","FLA","2013"
"605","23","GOI","1 x 0","SAO","2013"
"606","23","BOT","1 x 2","BAH","2013"
"607","23","COR","0 x 0","CRU","2013"
"608","23","SAN","2 x 1","CRI","2013"
"609","23","ATL","2 x 1","VAS","2013"
"610","23","ATL","1 x 0","PON","2013"
"611","24","NAU","3 x 0","COR","2013"
"612","24","GOI","1 x 2","FLU","2013"
"613","24","BOT","0 x 1","PON","2013"
"614","24","BAH","0 x 0","VAS","2013"
"615","24","POR","4 x 0","COR","2013"
"616","24","SAO","0 x 1","GRE","2013"
"617","24","FLA","4 x 1","CRI","2013"
"618","24","INT","1 x 2","CRU","2013"
"619","24","ATL","3 x 1","SAN","2013"
"620","24","ATL","3 x 5","VIT","2013"
"621","25","CRI","1 x 1","ATL","2013"
